ZIP File,Permissions (manifest),Over Permissions,WASM Exist,Clipboard,Downloads,Storage,Tabs,Scripting,Identity,WebRequest,Bookmarks,History,Alarms,Notifications,Context Menus,File System,Network,Rendering,User Interaction,Unknown
faliaflmfjklonlipbaebdhfkomlfjmi_0.17.20.zip,"[""<all_urls>"", ""management"", ""notifications"", ""scripting"", ""contextMenus"", ""storage""]",[],X,{},{},"{""chrome.storage.local.get"": 46, ""chrome.storage.local.set"": 25, ""chrome.storage.sync.get"": 3, ""chrome.storage.sync.set"": 3}","{""chrome.tabs.query"": 13, ""chrome.tabs.create"": 4, ""chrome.tabs.get"": 2, ""chrome.tabs.remove"": 2, ""chrome.tabs.executeScript"": 1, ""chrome.tabs.onActivated.addListener"": 1}","{""chrome.scripting.executeScript"": 1}",{},{},{},{},{},"{""chrome.notifications.clear"": 6, ""chrome.notifications.create"": 4}","{""chrome.contextMenus.create"": 3, ""chrome.contextMenus.remove"": 3, ""chrome.contextMenus.update"": 2, ""chrome.contextMenus.onClicked.addListener"": 1}","{""new Blob"": 3}","{""fetch"": 4, ""new XMLHttpRequest"": 2}","{""setTimeout"": 51, ""document.createElement"": 16, ""setInterval"": 10, ""window.open"": 7, ""document.getElementById"": 2, ""new MutationObserver"": 1}","{""addEventListener"": 21}",{}
bdmiecmfhhmbmakpafaicedhfdlaeedl_1.0.2.zip,"[""tabs"", ""<all_urls>"", ""storage""]",[],X,{},{},"{""chrome.storage.sync.get"": 5, ""chrome.storage.sync.set"": 1}","{""chrome.tabs.query"": 3, ""chrome.tabs.onUpdated.addListener"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 17}","{""fetch"": 1}","{""setTimeout"": 15, ""document.getElementById"": 13, ""document.createElement"": 9, ""window.open"": 2, ""new MutationObserver"": 2}","{""addEventListener"": 41}",{}
jmofbpiblkickckhhfbniclkodhiomjn_1.0.zip,"[""tabs"", ""storage""]",[],X,"{""navigator.clipboard.writeText"": 1}",{},"{""chrome.storage.sync.get"": 3, ""chrome.storage.sync.set"": 2}","{""chrome.tabs.query"": 3, ""chrome.tabs.create"": 1, ""chrome.tabs.onUpdated.addListener"": 1, ""chrome.tabs.onActivated.addListener"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 1}","{""fetch"": 3}","{""document.getElementById"": 8, ""document.createElement"": 4, ""setTimeout"": 1}","{""addEventListener"": 7}",{}
cojjciklkiaagcmcihgkcohcfcpemfje_1.0.zip,"[""https://twitter.com/*"", ""clipboardWrite"", ""https://x.com/*"", ""scripting"", ""https://*.weibo.com/*"", ""https://*.zhihu.com/*"", ""https://*.typefully.com/*"", ""https://*.okjike.com/*"", ""activeTab""]",[],X,"{""document.execCommand('copy')"": 1}",{},{},"{""chrome.tabs.create"": 1, ""chrome.tabs.onUpdated.addListener"": 1}","{""chrome.scripting.executeScript"": 3}",{},{},{},{},{},{},{},"{""document.querySelector"": 19}","{""fetch"": 7, ""new XMLHttpRequest"": 3}","{""setTimeout"": 35, ""document.createElement"": 20, ""document.getElementById"": 13, ""setInterval"": 3, ""canvas.getContext"": 2, ""new MutationObserver"": 1}","{""addEventListener"": 7}",{}
alcgpfgkdjbabelklflpfkooadcfgoao_23.12.0.22.zip,"[""nativeMessaging"", ""<all_urls>"", ""cookies"", ""storage""]",[],X,{},{},"{""chrome.storage.local.get"": 1, ""chrome.storage.local.set"": 1, ""localStorage.setItem"": 1}","{""chrome.tabs.create"": 1}",{},{},{},{},{},{},{},{},"{""localStorage.getItem"": 1}","{""fetch"": 1, ""new XMLHttpRequest"": 1}","{""document.createElement"": 1, ""setInterval"": 1, ""setTimeout"": 1}","{""addEventListener"": 1}",{}
eelgjincfbelhajdbjenildfidchkgch_1.0.zip,"[""tabs"", ""https://hd.kinopoisk.ru/""]",[],X,{},{},{},"{""chrome.tabs.executeScript"": 1, ""chrome.tabs.onUpdated.addListener"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 1}",{},"{""setInterval"": 1}",{},{}
oponnjpnbhdmohlkonljdfhbeibljfoa_1.1.21.zip,"[""http://*.yh.io/*"", ""https://*.yellowheart.io/*"", ""notifications"", ""https://*.test-yh.io/*"", ""https://*.yh.io/*"", ""tabs"", ""http://*.yellowheart.io/*"", ""http://*.test-yh.io/*""]","[""notifications"", ""tabs""]",X,"{""navigator.clipboard.writeText"": 4}",{},"{""localStorage.setItem"": 75, ""indexedDB.open"": 8}",{},{},{},{},{},{},{},{},{},"{""localStorage.getItem"": 379, ""document.querySelector"": 13, ""document.cookie"": 10, ""new Blob"": 6}","{""fetch"": 395, ""new XMLHttpRequest"": 14, ""navigator.sendBeacon"": 4, ""new WebSocket"": 1}","{""setTimeout"": 475, ""document.createElement"": 87, ""setInterval"": 40, ""new MutationObserver"": 19, ""document.getElementById"": 16}","{""addEventListener"": 227, ""window.confirm"": 7, ""window.alert"": 4, ""window.prompt"": 4}",{}
cjbjooklbedommhdidncehmbalddjehe_1.1.0.zip,"[""clipboardWrite"", ""<all_urls>"", ""unlimitedStorage"", ""notifications"", ""storage"", ""tabs"", ""webRequestBlocking"", ""webRequest""]","[""clipboardWrite"", ""notifications"", ""tabs"", ""unlimitedStorage""]",X,{},{},"{""chrome.storage.sync.get"": 2, ""chrome.storage.sync.set"": 1}",{},{},{},"{""chrome.webRequest.onBeforeRequest"": 1}",{},{},{},{},{},{},{},"{""setTimeout"": 7, ""setInterval"": 1}","{""addEventListener"": 10}",{}
ggomkpgfookijliefcelafogocjlpann_1.3.2.zip,"[""*://*.music.yandex.ua/*"", ""*://*.music.yandex.by/*"", ""*://storage.mds.yandex.net/*"", ""downloads"", ""*://*.storage.yandex.net/*"", ""*://*.music.yandex.ru/*"", ""*://*.music.yandex.kz/*"", ""storage"", ""*://*.music.yandex.uz/*"", ""*://*.music.yandex.com/*"", ""offscreen"", ""activeTab"", ""*://avatars.yandex.net/*""]","[""activeTab""]",X,"{""navigator.clipboard.writeText"": 1}","{""chrome.downloads.download"": 1}","{""chrome.storage.sync.get"": 3, ""chrome.storage.sync.set"": 3}","{""chrome.tabs.query"": 4, ""chrome.tabs.create"": 2, ""chrome.tabs.get"": 2, ""chrome.tabs.onActivated.addListener"": 2, ""chrome.tabs.update"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 37, ""new Blob"": 2, ""document.cookie"": 1}","{""fetch"": 25}","{""document.createElement"": 38, ""setTimeout"": 20, ""document.getElementById"": 18, ""window.open"": 9, ""new MutationObserver"": 4}","{""addEventListener"": 29}",{}
jkpbmimolehkdndejafglfkkecegoocd_1.0.zip,"[""tabs"", ""storage""]",[],X,{},{},"{""chrome.storage.local.set"": 2, ""chrome.storage.local.get"": 1}","{""chrome.tabs.query"": 3, ""chrome.tabs.get"": 1, ""chrome.tabs.onUpdated.addListener"": 1, ""chrome.tabs.onActivated.addListener"": 1}",{},{},{},{},{},{},{},{},{},{},"{""document.getElementById"": 7, ""document.createElement"": 1}","{""addEventListener"": 3}",{}
cmimekokohcpcilgeelcenpcaihinkoa_1.0.2.zip,"[""tabs""]",[],X,{},{},{},"{""chrome.tabs.onUpdated.addListener"": 1}",{},{},{},{},{},{},{},{},{},{},{},{},{}
accllpimnoffllpeblphooameaofhnah_0.1.16.zip,"[""tabs"", ""cookies"", ""<all_urls>"", ""webRequest"", ""webNavigation"", ""storage""]","[""cookies"", ""storage"", ""webNavigation"", ""webRequest""]",X,{},{},"{""sessionStorage.getItem"": 4}","{""chrome.tabs.query"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 12, ""sessionStorage.setItem"": 2, ""document.cookie"": 2}","{""fetch"": 55}","{""setTimeout"": 95, ""document.createElement"": 22, ""setInterval"": 22, ""new MutationObserver"": 15, ""document.getElementById"": 2, ""window.open"": 2}","{""addEventListener"": 76, ""window.alert"": 3, ""window.confirm"": 3}",{}
jlgkpaicikihijadgifklkbpdajbkhjo_6.1.5.zip,"[""clipboardWrite"", ""<all_urls>"", ""sessions"", ""unlimitedStorage"", ""*://*/*"", ""bookmarks"", ""scripting"", ""storage"", ""tabs"", ""webRequest"", ""webNavigation"", ""contextMenus"", ""clipboardRead""]","[""clipboardRead"", ""clipboardWrite"", ""webNavigation"", ""webRequest""]",X,{},"{""chrome.downloads.download"": 1}","{""chrome.storage.sync.get"": 15, ""chrome.storage.sync.set"": 8, ""localStorage.setItem"": 5, ""chrome.storage.local.get"": 1, ""chrome.storage.local.set"": 1}","{""chrome.tabs.query"": 25, ""chrome.tabs.create"": 19, ""chrome.tabs.update"": 18, ""chrome.tabs.executeScript"": 8, ""chrome.tabs.remove"": 6, ""chrome.tabs.get"": 3, ""chrome.tabs.onUpdated.addListener"": 2, ""chrome.tabs.onActivated.addListener"": 1, ""chrome.tabs.captureVisibleTab"": 1}","{""chrome.scripting.executeScript"": 1, ""chrome.scripting.insertCSS"": 1}",{},{},"{""chrome.bookmarks.create"": 4, ""chrome.bookmarks.get"": 1}",{},{},{},"{""chrome.contextMenus.onClicked.addListener"": 1}","{""document.querySelector"": 14, ""localStorage.getItem"": 3, ""new Blob"": 2}","{""fetch"": 11}","{""document.createElement"": 80, ""document.getElementById"": 70, ""setTimeout"": 63, ""chrome.windows.create"": 6, ""setInterval"": 3, ""window.open"": 1}","{""addEventListener"": 91, ""window.confirm"": 1, ""chrome.permissions.request"": 1}",{}
ldimegdndcfidagpaoochlahokpklnna_0.0.0.5.zip,"[""tabs"", ""https://www.interview-db.com/staff/materials/*""]",[],X,{},{},{},"{""chrome.tabs.create"": 1, ""chrome.tabs.executeScript"": 1, ""chrome.tabs.onUpdated.addListener"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 2}",{},{},{},{}
jppjhapkichoejeceiadkbpjffbblppg_1.0.zip,"[""tabs"", ""scripting"", ""storage"", ""https://*.x.com/*""]",[],X,{},{},"{""chrome.storage.sync.get"": 3, ""chrome.storage.sync.set"": 1}","{""chrome.tabs.query"": 1, ""chrome.tabs.onUpdated.addListener"": 1}","{""chrome.scripting.insertCSS"": 2, ""chrome.scripting.removeCSS"": 1}",{},{},{},{},{},{},{},{},{},"{""document.getElementById"": 1}","{""addEventListener"": 1}",{}
iajpenjgdicpeeoemaeeeefolahoblgg_3.2.zip,"[""tabs""]",[],X,{},{},{},"{""chrome.tabs.onUpdated.addListener"": 1}",{},{},{},{},{},{},{},{},{},{},"{""setTimeout"": 7, ""setInterval"": 1}","{""addEventListener"": 7}",{}
ppidlhfhfjafihcnbahjonnoijhiembh_1.1.0.zip,"[""tabs"", ""storage""]",[],X,{},{},"{""chrome.storage.local.get"": 2, ""chrome.storage.local.set"": 1}","{""chrome.tabs.query"": 1}",{},{},{},{},{},{},{},{},{},{},"{""document.getElementById"": 2, ""setTimeout"": 1}","{""addEventListener"": 2}",{}
jnhbbkmdjdehejoajlcjhcdlofkchcbj_1.0.4.zip,"[""tabs"", ""<all_urls>"", ""webRequestBlocking"", ""webRequest"", ""alarms"", ""storage""]",[],X,{},{},"{""chrome.storage.sync.get"": 1, ""chrome.storage.sync.set"": 1}","{""chrome.tabs.onUpdated.addListener"": 1, ""chrome.tabs.query"": 1}",{},{},"{""chrome.webRequest.onBeforeRequest"": 1}",{},{},"{""chrome.alarms.create"": 1, ""chrome.alarms.onAlarm.addListener"": 1}",{},{},"{""document.querySelector"": 6}","{""fetch"": 6}","{""document.getElementById"": 2}","{""addEventListener"": 2}",{}
epaaodcghkihihignoagkngagbnenlem_1.1.0.zip,"[""background"", ""tabs"", ""storage""]","[""background""]",X,{},{},"{""chrome.storage.sync.get"": 2}","{""chrome.tabs.query"": 2, ""chrome.tabs.get"": 1, ""chrome.tabs.onActivated.addListener"": 1}",{},{},{},{},{},{},{},{},"{""document.querySelector"": 4}",{},"{""document.getElementById"": 4, ""document.createElement"": 1, ""setInterval"": 1}","{""addEventListener"": 5}",{}
gcdgnmpmbngdkpbgimbmhdpeneghbnoo_1.3.zip,"[""activeTab"", ""downloads"", ""declarativeContent""]","[""activeTab""]",X,{},"{""chrome.downloads.download"": 1}",{},"{""chrome.tabs.query"": 1, ""chrome.tabs.executeScript"": 1}",{},{},{},{},{},{},{},{},{},{},"{""chrome.declarativeContent.onPageChanged"": 2, ""document.getElementById"": 2}",{},{}
nbaipoakdbkpkcfdobmhlchcijhcmmoe_1.0.0.zip,"[""clipboardWrite"", ""contextMenus"", ""storage""]",[],X,"{""document.execCommand('copy')"": 1}",{},"{""chrome.storage.sync.get"": 2, ""chrome.storage.sync.set"": 2}",{},{},{},{},{},{},{},{},"{""chrome.contextMenus.create"": 2, ""chrome.contextMenus.remove"": 1, ""chrome.contextMenus.onClicked.addListener"": 1}","{""document.querySelector"": 3}",{},"{""setTimeout"": 6, ""document.createElement"": 2}","{""addEventListener"": 2}",{}
cbegkpikakpajcaoblfkeindhhikpfmd_0.4.zip,"[""*://*/*"", ""tabs"", ""notifications"", ""activeTab"", ""contextMenus"", ""storage""]","[""activeTab""]",X,{},{},"{""chrome.storage.sync.get"": 5, ""chrome.storage.sync.set"": 1}","{""chrome.tabs.query"": 1}",{},{},{},{},{},{},"{""chrome.notifications.create"": 1}","{""chrome.contextMenus.create"": 3, ""chrome.contextMenus.onClicked.addListener"": 3, ""chrome.contextMenus.remove"": 1}","{""document.querySelector"": 6}","{""fetch"": 5}","{""setTimeout"": 13, ""document.getElementById"": 9}","{""addEventListener"": 5}",{}
dnailfniiknibefdjdaoinfpjpjknggi_1.1.1.zip,"[""clipboardWrite"", ""tabs"", ""activeTab"", ""scripting"", ""storage"", ""clipboardRead""]","[""activeTab"", ""scripting"", ""storage"", ""tabs""]",X,"{""navigator.clipboard.readText"": 1, ""navigator.clipboard.writeText"": 1}",{},{},{},{},{},{},{},{},{},{},{},"{""document.querySelector"": 5}","{""fetch"": 3}","{""setTimeout"": 21, ""document.createElement"": 4, ""setInterval"": 3, ""new MutationObserver"": 2}","{""addEventListener"": 21}",{}
cljbakfkckcdgjfnpopgmhmnkaijaogd_3.0.4.zip,"[""https://*/*"", ""tabs"", ""bookmarks"", ""http://*/*""]",[],X,{},{},{},"{""chrome.tabs.create"": 1, ""chrome.tabs.get"": 1, ""chrome.tabs.remove"": 1, ""chrome.tabs.executeScript"": 1}",{},{},{},"{""chrome.bookmarks.create"": 2, ""chrome.bookmarks.get"": 1}",{},{},{},{},{},{},"{""document.createElement"": 4, ""setTimeout"": 3, ""chrome.windows.create"": 1, ""setInterval"": 1}","{""addEventListener"": 9}",{}
odgheimmfdhcpbajpmlgbajpgcfnimgj_1.3.zip,"[""tabs"", ""declarativeContent""]",[],X,{},{},{},"{""chrome.tabs.query"": 1, ""chrome.tabs.update"": 1}",{},{},{},{},{},{},{},{},{},{},"{""chrome.declarativeContent.onPageChanged"": 2}",{},{}
mfhmcnemllapebbjmgjidncbimcnhkie_1.0.zip,"[""https://storage.courtlistener.com/*"", ""downloads""]","[""downloads""]",X,{},{},{},{},{},{},{},{},{},{},{},{},"{""new Blob"": 5, ""document.querySelector"": 2, ""file.name"": 1}","{""fetch"": 1}","{""document.createElement"": 5, ""setTimeout"": 4}","{""addEventListener"": 3}",{}
ldlimjohgodlchaagdhiljpccoohejbk_3.2.0.6.zip,"[""http://10.19.1.250/*"", ""http://11.12.2.128/*"", ""http://11.12.2.127/*"", ""http://11.12.3.113/*"", ""https://10.10.20.37/*"", ""http://11.12.3.25/*"", ""http://11.12.3.126/*"", ""http://11.12.7.53/*"", ""nativeMessaging"", ""http://10.10.20.37/*"", ""http://10.19.1.225/*"", ""http://10.10.10.32/*"", ""https://11.12.2.17/*"", ""http://11.11.10.93/*"", ""http://172.30.132.71/*"", ""http://11.12.50.18/*"", ""http://172.31.132.71/*"", ""https://10.10.10.32/*"", ""http://11.12.3.61/*"", ""https://11.12.3.25/*"", ""http://11.12.4.60/*"", ""https://11.12.5.27/*"", ""http://11.12.2.17/*"", ""https://10.19.1.249/*"", ""https://10.19.1.250/*"", ""http://11.12.5.27/*"", ""http://11.12.2.158/*"", ""http://11.12.4.31/*"", ""http://11.12.2.44/*"", ""https://10.19.1.251/*"", ""http://11.12.4.53/*"", ""http://10.19.1.249/*"", ""http://11.12.3.100/*"", ""http://11.12.3.62/*"", ""https://10.19.1.252/*"", ""http://11.12.3.101/*"", ""http://10.19.1.251/*"", ""https://*.chinatrc.com.cn/*"", ""http://*.chinatrc.com.cn/*"", ""https://11.12.2.44/*"", ""http://10.19.1.226/*"", ""http://10.19.1.252/*""]",[],X,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
feldjmkkfokjainkaddkjmageenifppc_1.0.zip,"[""https://cloud.google.com/*"", ""webRequestBlocking"", ""webRequest""]",[],X,{},{},{},{},{},{},"{""chrome.webRequest.onBeforeRequest"": 1}",{},{},{},{},{},{},{},{},{},{}
mekdnhknkdfiifogdijpnlakjhlodcek_5.1.0.zip,"[""unlimitedStorage"", ""https://icons.duckduckgo.com/*"", ""bookmarks"", ""storage""]",[],X,{},{},"{""chrome.storage.local.set"": 3, ""chrome.storage.local.get"": 2}","{""chrome.tabs.create"": 1}",{},{},{},"{""chrome.bookmarks.get"": 8, ""chrome.bookmarks.remove"": 4, ""chrome.bookmarks.update"": 2, ""chrome.bookmarks.create"": 1}",{},{},{},{},"{""document.querySelector"": 4, ""new Blob"": 1}","{""fetch"": 1}","{""document.createElement"": 11, ""setTimeout"": 4, ""document.getElementById"": 1}","{""addEventListener"": 1, ""chrome.permissions.request"": 1}",{}
joajiaajniflcecibehibjifcfeglbeo_2.0.0.zip,"[""https://*.amazon.co.uk/*"", ""https://tacticalarbitrage.threecolts.com/*"", ""cookies"", ""https://tacticalarbitrage.com/*"", ""https://*.amazon.com.au/*"", ""https://*.amazon.ca/*"", ""scripting"", ""https://*.amazon.com/*"", ""https://api.tacticalarbitrage.com/*"", ""tabs"", ""https://*.amazon.de/*"", ""activeTab""]","[""cookies""]",X,{},{},{},"{""chrome.tabs.query"": 5}","{""chrome.scripting.executeScript"": 4}",{},{},{},{},{},{},{},{},"{""new XMLHttpRequest"": 1}","{""setTimeout"": 10, ""setInterval"": 4, ""document.createElement"": 2, ""document.getElementById"": 1}","{""addEventListener"": 7, ""chrome.permissions.request"": 1}",{}
cjgkiokoamefcjjpbhcldneamjoolobp_1.5.2.32.zip,"[""tabs"", ""webRequestBlocking"", ""webRequest"", ""https://web.whatsapp.com/*"", ""*://*.asksuite.com/*"", ""notifications"", ""alarms""]",[],X,{},{},{},"{""chrome.tabs.query"": 2, ""chrome.tabs.create"": 1}",{},{},"{""chrome.webRequest.onHeadersReceived"": 1}",{},{},"{""chrome.alarms.create"": 2, ""chrome.alarms.onAlarm.addListener"": 1}","{""chrome.notifications.create"": 1, ""chrome.notifications.clear"": 1, ""chrome.notifications.onClicked.addListener"": 1}",{},"{""document.querySelector"": 3, ""new Blob"": 1}","{""new XMLHttpRequest"": 4, ""fetch"": 1, ""new WebSocket"": 1}","{""setTimeout"": 7, ""setInterval"": 7, ""document.createElement"": 2, ""canvas.getContext"": 1}","{""addEventListener"": 5}",{}
hgdmohbmgiomicklkoajaoeokefefcdh_1.2.2.zip,"[""tabs"", ""<all_urls>"", ""webRequest""]",[],X,{},{},{},"{""chrome.tabs.query"": 2, ""chrome.tabs.create"": 1}",{},{},"{""chrome.webRequest.onCompleted"": 1}",{},{},{},{},{},"{""document.querySelector"": 1}","{""fetch"": 7}","{""element.innerHTML"": 3, ""document.createElement"": 2, ""element.style"": 2, ""setTimeout"": 1, ""document.getElementById"": 1}","{""addEventListener"": 5}",{}
ipmfmpkgnbbbaijjaebagomaiiamclfo_1.0.1.zip,"[""tabs"", ""http://*/*"", ""https://*/*"", ""webNavigation"", ""activeTab"", ""scripting"", ""storage""]",[],X,{},{},"{""chrome.storage.local.get"": 2}","{""chrome.tabs.query"": 4, ""chrome.tabs.create"": 3, ""chrome.tabs.update"": 3, ""chrome.tabs.remove"": 1, ""chrome.tabs.onUpdated.addListener"": 1, ""chrome.tabs.onActivated.addListener"": 1}","{""chrome.scripting.executeScript"": 12, ""chrome.scripting.registerContentScripts"": 1}",{},{},{},{},{},{},{},"{""document.querySelector"": 8}","{""new WebSocket"": 1}","{""setTimeout"": 15, ""setInterval"": 4, ""chrome.windows.create"": 3, ""document.createElement"": 1}","{""addEventListener"": 6, ""window.confirm"": 1}",{}
enhcidlgmnmolephljjhbgfnjlfjnimd_1.1.0.zip,"[""http://*/security.txt"", ""http://*/.well-known/security.txt"", ""https://*/humans.txt"", ""https://*/.well-known/security.txt"", ""storage"", ""https://*/security.txt"", ""tabs"", ""http://*/humans.txt""]","[""storage"", ""tabs""]",X,"{""document.execCommand('copy')"": 2}",{},{},{},{},{},{},{},{},{},{},{},"{""document.querySelector"": 14}","{""fetch"": 12}","{""setTimeout"": 37, ""document.getElementById"": 6, ""document.createElement"": 1}","{""addEventListener"": 10}",{}
